0,181.79,185.67
1,181.79,185.67
3,182.15,185.67
5,182.15,185.67
6,182.15,185.67
8,181.79,185.67
9,181.79,185.67
11,181.79,185.67
13,181.79,185.67
15,181.79,185.67
16,181.79,185.67
18,181.79,185.67
20,181.79,185.67
22,181.44,185.67
23,181.44,185.67
25,181.44,185.67
27,181.44,185.67
28,181.44,185.67
31,181.44,185.67
33,181.44,185.67
34,181.44,185.67
36,181.44,185.67
38,181.09,185.67
40,181.09,185.67
41,181.09,185.67
43,181.09,185.67
45,181.09,185.67
46,181.09,185.67
48,181.09,185.67
50,181.09,185.67
51,181.09,185.67
53,181.09,185.67
55,181.09,185.67
57,180.74,185.67
59,180.74,185.67
60,180.74,185.67
62,180.39,185.67
64,180.39,185.67
65,180.39,185.67
67,180.74,185.67
69,180.74,185.67
70,180.74,185.67
73,180.74,185.67
75,180.74,185.67
76,180.74,185.67
79,180.74,185.67
80,180.74,185.67
82,180.39,185.67
84,180.39,185.67
85,180.39,185.67
87,180.39,185.67
89,180.39,185.67
90,180.39,185.67
93,180.39,185.67
94,180.39,185.67
96,180.39,185.67
98,180.39,185.67
99,180.39,185.67
101,180.39,185.67
103,180.03,185.67
104,180.03,185.67
106,180.03,185.67
108,180.03,185.67
110,180.03,185.67
112,180.03,185.67
115,180.03,185.67
116,180.03,185.67
119,180.03,185.67
120,180.03,185.67
122,180.03,185.67
124,180.03,185.67
125,180.03,185.67
128,179.68,185.67
129,179.68,185.67
131,179.68,185.67
133,179.68,185.67
134,179.68,185.67
136,179.68,185.67
138,179.68,185.67
140,179.68,185.67
142,179.68,185.67
144,179.68,185.67
145,179.68,185.67
147,179.68,185.67
149,179.68,185.67
151,179.68,185.67
153,179.33,185.67
154,179.33,185.67
156,179.33,185.67
159,179.33,185.67
161,179.33,185.67
163,179.33,185.67
164,179.33,185.67
166,179.33,185.67
168,179.33,185.67
170,179.33,185.67
171,179.33,185.67
174,179.33,185.67
175,179.33,185.67
177,179.33,185.67
179,179.33,185.67
180,179.33,185.67
183,178.98,185.67
184,178.98,185.67
186,178.98,185.67
188,178.98,185.67
190,178.98,185.67
191,178.98,185.67
193,178.98,185.67
195,178.98,185.67
197,178.98,185.67
200,178.98,185.67
201,178.98,185.67
203,178.98,185.67
205,178.98,185.67
207,178.63,185.67
209,178.63,185.67
210,178.63,185.67
213,178.63,185.67
214,178.63,185.67
216,178.63,185.67
218,178.63,185.67
220,178.63,185.67
221,178.63,185.67
223,178.63,185.67
225,178.63,185.67
227,178.63,185.67
229,178.63,185.67
230,178.63,185.67
232,178.27,185.67
234,178.27,185.67
236,178.27,185.67
238,178.27,185.67
239,178.27,185.67
241,178.27,185.67
244,178.27,185.67
246,178.27,185.67
248,178.27,185.67
250,178.27,185.67
251,178.27,185.67
253,177.92,185.67
255,177.92,185.67
256,177.92,185.67
259,177.92,185.67
260,177.92,185.67
263,177.92,185.67
264,177.92,185.67
266,177.92,185.67
268,177.92,185.67
269,177.92,185.67
271,177.92,185.67
273,177.92,185.67
275,177.92,185.67
277,177.57,185.67
279,177.57,185.67
280,177.57,185.67
282,177.57,185.67
284,177.57,185.67
286,177.57,185.67
289,177.57,185.67
290,177.57,185.67
292,177.57,185.67
294,177.57,185.67
296,177.57,185.67
298,177.22,185.67
299,177.22,185.67
301,177.22,185.67
303,177.22,185.67
305,177.22,185.67
306,177.22,185.67
309,177.22,185.67
310,177.22,185.67
312,177.22,185.67
314,177.22,185.67
316,177.22,185.67
318,176.87,185.67
319,176.87,185.67
321,176.87,185.67
323,176.87,185.67
325,176.87,185.67
328,176.87,185.67
329,176.87,185.67
331,176.87,185.67
333,176.51,185.67
335,176.51,185.67
336,176.51,185.67
339,176.16,185.67
340,176.16,185.67
342,176.51,185.67
344,176.51,185.67
346,176.51,185.67
348,176.16,185.67
349,176.16,185.67
351,176.16,185.67
353,176.16,185.67
355,176.16,185.67
356,176.16,185.67
358,176.16,185.67
360,176.16,185.67
362,175.81,185.67
364,175.81,185.67
365,175.81,185.67
368,175.81,185.67
369,175.81,185.67
372,175.46,185.67
374,175.46,185.67
376,175.46,185.67
378,175.46,185.67
379,175.46,185.67
381,175.46,185.67
383,175.46,185.67
385,175.46,185.67
386,175.46,185.67
389,175.11,185.67
390,175.11,185.67
392,175.11,185.67
394,175.11,185.67
395,175.11,185.67
398,174.76,185.67
399,174.76,185.67
401,174.76,185.67
403,174.76,185.67
405,174.76,185.67
406,174.40,185.67
408,174.40,185.67
410,174.40,185.67
412,174.40,185.67
415,174.40,185.67
416,174.40,185.67
419,174.05,185.67
420,174.05,185.67
422,174.05,185.67
424,174.05,185.67
426,174.05,185.67
428,173.70,185.67
429,173.70,185.67
431,173.70,185.67
433,173.70,185.67
435,173.70,185.67
436,173.70,185.67
439,173.35,185.67
440,173.35,185.67
442,173.35,185.67
444,173.35,185.67
445,173.35,185.67
448,173.00,185.67
449,173.00,185.67
451,173.00,185.67
453,172.64,185.67
456,172.64,185.67
457,172.64,185.67
459,172.64,185.67
461,172.64,185.67
463,172.29,185.67
465,172.29,185.67
466,172.29,185.67
469,171.94,185.67
470,171.94,185.67
472,171.94,185.67
474,171.94,185.67
476,171.94,185.67
478,171.59,185.67
479,171.59,185.67
481,171.59,185.67
483,171.24,185.67
485,171.24,185.67
486,170.88,185.67
489,170.88,185.67
490,170.88,185.67
492,170.53,185.67
494,170.53,185.67
496,170.53,185.67
499,170.53,185.67
500,170.53,185.67
502,170.18,185.67
504,170.18,185.67
506,170.18,185.67
508,169.83,185.67
509,169.83,185.67
511,169.83,185.67
513,169.83,185.67
515,169.83,185.67
517,169.48,185.67
519,169.48,185.67
520,169.48,185.67
523,169.12,185.67
524,169.12,185.67
526,169.12,185.67
528,168.77,185.67
530,168.77,185.67
531,168.77,185.67
533,168.42,185.67
535,168.42,185.67
537,168.07,185.67
539,168.07,185.67
540,168.07,185.67
544,167.72,185.67
545,167.72,185.67
547,167.72,185.67
549,167.01,185.67
551,167.01,185.67
553,167.01,185.67
554,167.01,185.67
556,167.01,185.67
558,166.31,185.67
560,166.31,185.67
561,166.31,185.67
564,165.96,185.67
565,165.96,185.67
567,165.61,185.67
569,165.61,185.67
571,165.61,185.67
573,165.25,185.67
574,165.25,185.67
576,165.25,185.67
578,164.55,185.67
580,164.55,185.67
581,163.85,185.67
585,163.85,185.67
586,163.85,185.67
588,163.85,185.67
590,163.85,185.67
592,163.85,185.67
594,163.14,185.67
595,163.14,185.67
597,162.79,185.67
599,162.79,185.67
601,162.79,185.67
603,161.73,185.67
605,161.73,185.67
606,161.73,185.67
608,161.73,185.67
610,161.73,185.67
611,161.03,185.67
614,161.03,185.67
615,161.03,185.67
618,160.68,185.67
619,160.68,185.67
621,160.68,185.67
623,160.33,185.67
624,160.33,185.67
627,159.27,185.67
629,159.27,185.67
631,159.27,185.67
633,158.92,185.67
635,158.92,185.67
636,158.92,185.67
639,157.86,185.67
640,157.86,185.67
642,157.86,185.67
644,157.86,185.67
645,157.86,185.67
