0,164.20,52.08
1,164.20,51.43
2,164.20,50.99
5,163.85,50.11
6,163.85,49.67
7,163.85,49.02
9,163.49,48.58
10,163.49,47.92
12,163.49,47.48
14,163.14,46.83
15,163.14,46.17
17,163.14,45.51
19,162.79,44.86
20,162.79,44.20
22,162.79,43.54
24,162.44,43.10
25,162.44,42.45
27,162.44,41.79
30,162.09,41.35
31,162.09,40.70
33,162.09,40.26
35,161.73,39.60
36,161.73,38.94
37,161.73,38.29
39,161.38,37.85
41,161.38,37.19
42,161.38,36.53
44,161.03,36.10
46,161.03,35.44
47,161.03,35.00
49,160.33,34.34
51,160.33,33.69
52,160.33,33.03
54,159.97,32.37
56,159.97,31.72
57,159.97,31.06
59,159.97,30.62
60,159.97,29.96
62,159.97,29.31
64,159.27,29.09
65,159.27,28.43
67,159.27,27.77
69,159.27,27.12
70,159.27,26.46
73,159.27,26.02
75,158.57,25.15
76,158.57,24.49
78,158.57,23.83
80,158.22,22.96
81,158.22,22.52
83,158.22,21.86
85,157.86,21.42
86,157.86,20.77
87,157.86,20.11
89,157.51,19.23
91,157.51,18.58
92,157.51,17.92
94,157.16,17.70
96,157.16,17.04
97,157.16,16.39
99,156.81,15.73
101,156.81,15.07
102,156.81,14.42
104,156.46,13.98
106,156.46,13.32
107,156.46,12.66
110,156.10,12.23
111,156.10,11.57
113,156.10,10.91
116,155.75,10.25
117,155.75,9.60
119,155.40,9.16
121,155.40,8.50
122,155.40,7.85
124,155.05,7.41
126,155.05,6.75
127,155.05,6.09
128,155.05,5.22
131,155.05,4.56
132,155.05,4.12
133,154.70,3.68
135,154.70,3.25
137,154.70,2.81
138,155.40,2.59
140,155.40,2.59
142,155.40,2.37
143,156.10,2.59
145,156.10,2.59
147,156.10,2.59
148,157.86,2.81
150,157.86,3.03
151,157.86,3.03
153,158.92,3.25
155,158.92,3.25
156,158.92,3.46
159,157.51,3.46
161,157.51,3.46
162,157.51,3.46
164,156.81,3.46
166,156.81,3.46
167,156.81,3.46
169,156.81,3.46
171,156.81,3.46
172,156.81,3.46
173,156.81,3.46
175,156.81,3.46
177,156.81,3.46
178,157.16,3.46
180,157.16,3.46
182,157.16,3.46
183,157.16,3.46
185,157.16,3.46
187,157.16,3.46
188,156.81,3.46
190,156.81,3.46
191,156.81,3.46
193,157.16,3.46
195,157.16,3.46
196,157.16,3.46
198,156.46,3.46
201,156.46,3.46
202,156.46,3.46
204,156.46,3.46
206,156.46,3.46
207,156.46,3.46
209,157.16,3.46
211,157.16,3.46
212,157.16,3.46
214,156.81,3.46
216,156.81,3.46
217,156.81,3.46
218,156.46,3.46
220,156.46,3.46
222,156.46,3.46
223,156.81,3.46
225,156.81,3.46
227,156.81,3.46
228,156.81,3.46
230,156.81,3.46
232,156.81,3.46
233,156.81,3.46
235,156.81,3.46
237,156.81,3.46
238,156.81,3.46
240,156.81,3.46
241,156.81,3.46
244,156.81,3.46
246,156.81,3.46
247,156.81,3.46
249,157.16,3.46
251,157.16,3.46
252,157.16,3.46
254,156.46,3.46
